title	authors	source	discovered	published	open_access	peer_review	citation_type	countries_of_coverage	countries_of_researcher	keywords	literature_type	websites	identifiers	id	abstract	topics	added	gbif_download_key
Subtropical high-montane forest climate refuges in Brazil	Guilherme Neto dos Santos|Ana Carolina da Silva|Pedro Higuchi	Scientia Agricola	11.04.2023	2023-04-07T00:00:00.000Z	true	true	DOI	BRAZIL	BRAZIL	climate change scenarios|climate variables|cloud forests|subtropical Atlantic Forest	JOURNAL	https://doi.org/10.1590/1678-992x-2022-0044	10.1590/1678-992x-2022-0044	eb1fee9c-3b03-3a49-aa6f-062680cf3837	Climate change represents one of the greatest threats to global biodiversity. We investigate how climate change will affect the future potential distribution of tree species in subtropical high montane habitats in the Atlantic Forest and identify potential climate refuges for these species. The most frequent and exclusive species in this ecosystem were selected and geographic coordinates were compiled. The maximum entropy algorithm was used for climatic niche modeling. Two scenarios for 2061-2080 were considered for future predictions, one low impact (RCP 4.5) and one high impact (RCP 8.5). Isothermality, mean temperature in the driest quarter, mean temperature in the hottest quarter, rainfall in the driest month, and rainfall in the hottest quarter were the variables that best explained the climatic niche of the majority of species. The areas of potential species occurrence were reduced by 48.37 % (Â± 13.63 %) (RCP 4.5) and 62.49 % (Â± 21.87 %) (RCP 8.5) on average. The potential area of Crinodendron brasilense Reitz & L.B.Sm. decreased the most, by 82.11 % (RCP 4.5) and 90.06 % (RCP 8.5), respectively. High elevation areas in the south of Brazil were identified as priorities for conservation to ensure that climate refuges for high montane forest species are maintained in the future. Climate change events may significantly affect the species evaluated in this study.	CLIMATE_CHANGE	2023-04-13T11:31:50.606Z	0003822-180508205500799
Taxonomic bias in biodiversity data and societal preferences	Julien Troudet|Philippe Grandcolas|Amandine Blin|RÃ©gine Vignes-Lebbe|FrÃ©dÃ©ric Legendre	Scientific Reports	23.08.2017	2017-12-22T00:00:00.000Z	true	true	DOI		FRANCE		JOURNAL	https://doi.org/10.1038/s41598-017-09084-6|http://www.nature.com/articles/s41598-017-09084-6	2045-2322|10.1038/s41598-017-09084-6	89ba49e1-1e9b-3fa6-b5a4-c920009b077a	Studying and protecting each and every living species on Earth is a major challenge of the 21st century. Yet, most species remain unknown or unstudied, while others attract most of the public, scientific and government attention. Although known to be detrimental, this taxonomic bias continues to be pervasive in the scientific literature, but is still poorly studied and understood. Here, we used 626 million occurrences from the Global Biodiversity Information Facility (GBIF), the biggest biodiversity data portal, to characterize the taxonomic bias in biodiversity data. We also investigated how societal preferences and taxonomic research relate to biodiversity data gathering. For each species belonging to 24 taxonomic classes, we used the number of publications from Web of Science and the number of web pages from Bing searches to approximate research activity and societal preferences. Our results show that societal preferences, rather than research activity, strongly correlate with taxonomic bias, which lead us to assert that scientists should advertise less charismatic species and develop societal initiatives (e.g. citizen science) that specifically target neglected organisms. Ensuring that biodiversity is representatively sampled while this is still possible is an urgent prerequisite for achieving efficient conservation plans and a global understanding of our surrounding environment.	DATA_MANAGEMENT	2020-11-24T15:50:49.697Z	0004071-160526112335914
Temperature change in subtropical southeastern Africa during the past 790,000 yr	Manuel Chevalier|Brian M. Chase|Lynne J. Quick|Lydie M. Dupont|Thomas C. Johnson	Geology	07.09.2020	2020-09-04T00:00:00.000Z	true	true	DOI		GERMANY|SWITZERLAND|UNITED_STATES|FRANCE|SOUTH_AFRICA		JOURNAL	https://doi.org/10.1130/G47841.1	10.1130/g47841.1	62dc26c7-fbca-392d-8d77-c7844eb5fc40	Across the glacial-interglacial cycles of the late Pleistocene (~700 k.y.), temperature variability at low latitudes is often considered to have been negligible compared to changes in precipitation. However, a paucity of quantified temperature records makes this difficult to reliably assess. In this study, we used the Bayesian method CREST (Climate REconstruction SofTware) to produce a 790,000 yr quantified temperature reconstruction from a marine pollen record from southeast Africa. The results reveal a strong similarity between temperature variability in subtropical Africa and global ice volume and CO2 concentrations, indicating that temperature in the region was not controlled by local insolation, but followed global trends at these time scales, with an amplitude of ~4 Â°C between glacial minima and interglacial maxima. The data also enabled us to make an assessment of the impact of temperature change on pollen diversity, with results showing there is no link between glacial-age temperatures/CO2 and a loss of diversity in this record.	CLIMATE_CHANGE	2020-11-24T15:52:49.718Z	0011490-180824113759888|0027335-180131172636756|0027341-180131172636756|0027343-180131172636756|0027339-180131172636756|0027342-180131172636756|0011498-180824113759888|0011495-180824113759888|0011492-180824113759888
Temporal variability is key to modelling the climatic niche	Maria Angeles Perezâ€Navarro|Olivier Broennimann|Miguel Angel Esteve|Juan Miguel Moyaâ€Perez|Maria Francisca CarreÃ±o|Antoine Guisan|Francisco Lloret	Diversity and Distributions	07.12.2020	2020-12-06T00:00:00.000Z	true	true	DOI		SWITZERLAND|SPAIN	climatic averages|climatic suitability|demography|interâ€annual variability|niche modelling|species niche	JOURNAL	https://doi.org/10.1111/ddi.13207	10.1111/ddi.13207	d0c35243-6d26-3be5-9f84-b0edaefd4178	Aim: Nicheâ€based species distribution models (SDMs) have become a ubiquitous tool in ecology and biogeography. These models relate species occurrences with the environmental conditions found at these sites. Climatic variables are the most commonly used environmental data and are usually included in SDMs as averages of a reference period (30â€“50 years). In this study, we analyse the impact of including interâ€annual climatic variability on the estimation of species niches and predicted distributions when assessing plant demographic response to extreme climatic episodes.  Location: Mediterranean basin, SE Iberian Peninsula.  Methods: We first characterized species niches with interâ€annual and average climate in the same environmental space. We then compare the respective capacities of climatic suitability obtained from averaged climateâ€based and from interâ€annual variabilityâ€based niches to explain population demographic responses to extreme drought. Furthermore, we assessed the relative increase in niche size when including climatic variability for a set of Mediterranean species exhibiting a wide range of distribution areas.  Results: We found that climatic suitability obtained from interâ€annual variabilityâ€based niches showed higher explanatory capacity than average climateâ€based suitability, especially for populations living in climatically marginal conditions, although both niches quantifications significantly explained species demographic responses. In addition, species with restricted distribution ranges increased relatively more their niche space when considering climatic variability, probably because in widely distributed species spatial variability compensates for temporal variability.  Main conclusions The common use of climatic averages when characterizing species niches could lead to underestimations of species distribution and misunderstanding of demographic behaviour, with implications for conservation plans derived from SDMs, for example, overestimations of species extinction risk under climate change, or underestimations of alien species invasionâ€™ risk. We highlight that including climatic variability in niche modelling can be particularly important when dealing with species with restricted distribution and populations at the margin of their species niche.	ECOLOGY	2021-01-18T15:42:03.863Z	0028025-181108115102211
The biased distribution of existing information on biodiversity hinders its use in conservation, and we need an integrative approach to act urgently	Emilio GarcÃ­a-RosellÃ³|Jacinto GonzÃ¡lez-Dacosta|Jorge M. Lobo	Biological Conservation	16.05.2023	2023-07-31T00:00:00.000Z	true	true	DOI		SPAIN	Biodiversity data|Climatic representativeness|Completeness|Terrestrial classes|Well-surveyed cells	JOURNAL	https://doi.org/10.1016/j.biocon.2023.110118	10.1016/j.biocon.2023.110118	645b7a1e-27dd-3dd0-ab4a-5dd5a0e7a3c1	The data collected by the Global Biodiversity Information Facility (GBIF), some 2.2 billion records, is arguably the largest international initiative to digitize and share primary biodiversity data. In this study, we examine the global distribution of completeness values discriminating those 30-minute cells that are likely to have reliable inventories for the most important terrestrial classes of Animalia and Plantae. The aim of this exploration is not only to show the biases and deficiencies in the biodiversity information collected so far, but also to estimate the climatic variability represented by these data in order to known their representativeness for conservation purposes. The results obtained show that information on biodiversity distribution is taxonomically and geographically biased towards regions and groups with more taxonomic resources and a longer naturalistic tradition. The amount of distributional data is very uneven across the different biological groups, and unrelated to the diversity they possess. The global patterns of completeness seem to be conditioned by the historical taxonomic, faunistic and floristic interest received by the different classes of organisms. In addition, well-surveyed global areas account for barely 1Â % of global climate variability, leaving uncovered a large set of climatic conditions. All these results prevent us from relying exclusively on the available primary information on the distribution of organisms to identify biodiversity patterns and/or design conservation proposals. Given that the biodiversity crisis demands urgent action, biases and gaps in primary biodiversity information cannot be an excuse and conservation decisions must be made considering a broad set of criteria based on existing scientifically proven knowledge and techniques capable of providing the necessary answers.	CONSERVATION	2023-05-19T08:09:50.330Z	0008235-220831081235567|0008238-220831081235567
The biogeography of ecoregions: Descriptive power across regions and taxa	Jeffrey R. Smith|J. Nicholas Hendershot|Nicole Nova|Gretchen C. Daily	Journal of Biogeography	18.05.2020	2020-05-19T00:00:00.000Z	false	true	DOI		UNITED_STATES	beta diversity|biodiversity|biogeographical realms|biomes|community composition|conservation planning|environmental gradients|life history strategies	JOURNAL	https://doi.org/10.1111/jbi.13871	10.1111/jbi.13871	52b08d06-5c13-3d90-8770-116a33a61124	Aim: Biomes, biogeographical realms and ecoregions have become central concepts of biotic organization and biodiversity research. Recent dataâ€intensive analysis has shown that, while ecoregions do delineate biotic communities, how distinct they are from one another varies considerably across regions and taxa. Given their central importance to global models of the earth system and to the development of conservation plans, it is key to understand in what regions, and for which taxa, ecoregion classification schemes best describe the underlying variability in biological communities. Location: Global. Taxa: Plants, animals, fungi. Methods: In this paper, we integrate ecoregion maps with data on spatially continuous changes in environmental conditions, biodiversity and species traits to quantify the descriptive power of ecoregions around the globe. Capitalizing on the troves of newly available global biodiversity data, we model the abiotic and biotic factors that describe how distinct ecoregions are from one another. Results: From an abiotic perspective, we report compelling evidence that, first, ecoregions are more distinct in tropical zones with higher temperatures, less temperature seasonality and greater rainfall seasonality. Second, we also find that ecoregions are more distinct in regions with steeper slopes. From a biotic perspective, we find that ecoregions tend to be more distinct for reptiles and amphibians than they are for mammals or birds. Likewise, ecoregions tend to be more distinct for smallerâ€bodied species and, to a lesser extent, species at lower trophic levels. Main conclusions While ecoregionâ€based conservation planning can provide a crucial tool for developing holistic conservation interventions, we show here that the ability to capture and describe communities is not uniform across regions or taxa. In particular, ecoregions tend to best describe communities of smallâ€bodied species, less vagile and tropical taxa that are typically underrepresented in the scientific literature. While ecoregion classification schemes will continue to provide invaluable conservation guidance, we must think critically about when an ecoregional approach is best suited to informing management.	BIOGEOGRAPHY|ECOLOGY	2020-11-24T15:53:27.190Z	0011822-180412121330197|0011815-180412121330197|0011799-180412121330197|0011811-180412121330197|0011818-180412121330197|0011802-180412121330197|0011797-180412121330197
The commonness of rarity: Global and future distribution of rarity across land plants	Brian J. Enquist|Xiao Feng|Brad Boyle|Brian Maitner|Erica A. Newman|Peter MÃ¸ller JÃ¸rgensen|Patrick R. Roehrdanz|Barbara M. Thiers|Joseph R. Burger|Richard T. Corlett|Thomas L. P. Couvreur|Gilles Dauby|John C. Donoghue|Wendy Foden|Jon C. Lovett|Pablo A. Marquet|Cory Merow|Guy Midgley|Naia Morueta-Holme|Danilo M. Neves|Ary T. Oliveira-Filho|Nathan J. B. Kraft|Daniel S. Park|Robert K. Peet|Michiel Pillet|Josep M. Serra-Diaz|Brody Sandel|Mark Schildhauer|Irena Å Ã­movÃ¡|Cyrille Violle|Jan J. Wieringa|Susan K. Wiser|Lee Hannah|Jens-Christian Svenning|Brian J. McGill	Science Advances	19.12.2019	2019-11-28T00:00:00.000Z	true	true	DOI		DENMARK|BRAZIL|CZECH_REPUBLIC|CHINA|UNITED_KINGDOM|NETHERLANDS|NEW_ZEALAND|UNITED_STATES|CHILE|FRANCE|SOUTH_AFRICA		JOURNAL	https://doi.org/10.1126/sciadv.aaz0414	10.1126/sciadv.aaz0414	70277269-e467-3991-8666-b9bc94507f63	A key feature of lifeâ€™s diversity is that some species are common but many more are rare. Nonetheless, at global scales, we do not know what fraction of biodiversity consists of rare species. Here, we present the largest compilation of global plant diversity to quantify the fraction of Earthâ€™s plant biodiversity that are rare. A large fraction, ~36.5% of Earthâ€™s ~435,000 plant species, are exceedingly rare. Sampling biases and prominent models, such as neutral theory and the k-niche model, cannot account for the observed prevalence of rarity. Our results indicate that (i) climatically more stable regions have harbored rare species and hence a large fraction of Earthâ€™s plant species via reduced extinction risk but that (ii) climate change and human land use are now disproportionately impacting rare species. Estimates of global species abundance distributions have important implications for risk assessments and conservation planning in this era of rapid global change.	CONSERVATION	2020-11-24T15:50:27.475Z	0003822-180508205500799
The cumulative niche approach: A framework to assess the performance of ecological niche model projections	Eduardo ArlÃ©|Tiffany Marie Knight|Marina JimÃ©nezâ€MuÃ±oz|Dino Biancolini|Jonathan Belmaker|Carsten Meyer	Ecology and Evolution	22.02.2024	2024-02-21T00:00:00.000Z	true	true	DOI		GERMANY|ITALY|ISRAEL	alien species|climate change|ecological modelling|ecological niche models|invasion biology|model projections|niche calculation|species distribution modelling|species range	JOURNAL	https://doi.org/10.1002/ece3.11060	10.1002/ece3.11060	811cc280-6fe2-3db2-82dd-8150d79a4565	Ecological Niche Models (ENMs) are often used to project species distributions within alien ranges and in future climatic scenarios. However, ENMs depend on speciesâ€environment equilibrium, which may be absent for actively expanding species. We present a novel framework to estimate whether species have reached environmental equilibrium in their native and alien ranges. The method is based on the estimation of niche breadth with the accumulation of species occurrences. An asymptote will indicate exhaustive knowledge of the realised niches. We demonstrate the CNA framework for 26 species of mammals, amphibians, and birds. Possible outcomes of the framework include: (1) There is enough data to quantify the native and alien realised niches, allowing us to calculate niche expansion between the native and alien ranges, also indicating that ENMs can be reliably projected to new environmental conditions. (2) The data in the native range is not adequate but an asymptote is reached in the alien realised niche, indicating low confidence in our ability to evaluate niche expansion in the alien range but high confidence in model projections to new environmental conditions within the alien range. (3) There is enough data to quantify the native realised niche, but not enough knowledge about the alien realised niche, hindering the reliability of projections beyond sampled conditions. (4) Both the native and alien ranges do not reach an asymptote, and thus few robust conclusions about the speciesâ€™ niche or future projections can be made. Our framework can be used to detect speciesâ€™ environmental equilibrium in both the native and alien ranges, to quantify changes in the realised niche during the invasion processes, and to estimate the likely accuracy of model projections to new environmental conditions.	ECOLOGY	2024-03-01T12:03:54.918Z	0329580-210914110416597
The first large-scale All Taxa Biodiversity Inventory in Europe: description of the Mercantour National Park ATBI data sets	Jean Ichter|Olivier Gargominy|Marie-France Leccia|SolÃ¨ne Robert|Laurent Poncet	ARPHA Preprints	03.05.2022	2022-04-27T00:00:00.000Z	true	false	DOI	ITALY|FRANCE	FRANCE	Alps|France|Italy|biodiversity|chorology|conservation|ecology|hotspot|survey|taxonomy	WORKING_PAPER	https://doi.org/10.3897/arphapreprints.e85910	10.3897/arphapreprints.e85910	09070097-f6e5-3293-8e95-e925ac76b695	An All Taxa Biodiversity Inventory (ATBI) is a comprehensive inventory of all species in a given territory. In 2007 the French Parc national du Mercantour and the Italian Parco Naturale Alpi Marittime started the first and most ambitious ATBI in Europe with more than 350 specialists and dozens of technicians and data managers involved.,The ATBI datasets from the Parc national du Mercantour in France are now publicly available. Between 2007 and 2020, 247 674 occurrencesÂ were recorded, checked and published in the INPN information system.Â All this information is available in open access in the GBIF web site.Â With 12 640Â speciesÂ registered, the ATBI is the most important inventory in France. This data paper provides an overview of main resultsÂ and its contribution to the french National Inventory of Natural Heritage. It includes a list of 52Â taxa new to science and 53 species new to France discovered thanks to the ATBI.	DATA_PAPER	2022-05-09T10:55:35.032Z	0023539-181108115102211
The future of hyperdiverse tropical ecosystems	Jos Barlow|Filipe FranÃ§a|Toby A. Gardner|Christina C. Hicks|Gareth D. Lennox|Erika Berenguer|Leandro Castello|Evan P. Economo|Joice Ferreira|Benoit GuÃ©nard|CecÃ­lia Gontijo Leal|Victoria Isaac|Alexander C. Lees|Catherine L. Parr|Shaun K. Wilson|Paul J. Young|Nicholas A. J. Graham	Nature	31.07.2018	2018-07-25T00:00:00.000Z	false	true	generic_DOIs_provided		BRAZIL|CHINA|JAPAN|UNITED_KINGDOM|HONG_KONG|UNITED_STATES|SWEDEN|SOUTH_AFRICA|AUSTRALIA		JOURNAL	https://doi.org/10.1038/s41586-018-0301-1|http://www.nature.com/articles/s41586-018-0301-1	0028-0836|10.1038/s41586-018-0301-1	9895272c-ad23-39bb-9888-8e9f0d060f7c	The tropics contain the overwhelming majority of Earthâ€™s biodiversity: their terrestrial, freshwater and marine ecosystems hold more than three-quarters of all species, including almost all shallow-water corals and over 90% of terrestrial birds. However, tropical ecosystems are also subject to pervasive and interacting stressors, such as deforestation, overfishing and climate change, and they are set within a socio-economic context that includes growing pressure from an increasingly globalized world, larger and more affluent tropical populations, and weak governance and response capacities. Concerted local, national and international actions are urgently required to prevent a collapse of tropical biodiversity.	CLIMATE_CHANGE	2020-11-24T15:51:03.830Z	0011803-171219132708484
The ghosts of forests past and future: deforestation and botanical sampling in the Brazilian Amazon	J. Stropp|B. Umbelino|R. A. Correia|J. V. Campos-Silva|R. J. Ladle|A. C. M. Malhado	Ecography	26.03.2020	2020-03-25T00:00:00.000Z	true	true	DOI		BRAZIL|LUXEMBOURG|NORWAY|PORTUGAL|FINLAND|SPAIN	Amazonian trees|Brazilian Amazon|GBIF|collection effort|deforestation|open-access biodiversity databases	JOURNAL	https://doi.org/10.1111/ecog.05026	10.1111/ecog.05026	b0a46691-7632-387e-a9e3-c9186ff474ce	The remarkable biodiversity of the Brazilian Amazon is poorly documented and threatened by deforestation. When undocumented areas become deforested, in addition to losing the fauna and flora, we lose the opportunity to know which unique species had occupied a habitat. Here we quantify such knowledge loss by calculating how much of the Brazilian Amazon has been deforested and will likely be deforested until 2050 without having its tree flora sufficiently documented. To this end, we analysed 399 147 digital specimens of nearly 6000 tree species in relation to official deforestation statistics and future deforestation scenarios. We find that by 2017, 30% of all the localities where tree specimens had been collected were mostly deforested. Some 300 000â€‰km2 (12%; 485 25â€‰Ã—â€‰25â€‰km grid cells) of the Brazilian Amazon had been deforested by 2017, without having a single tree specimen recorded. An additional 250 000â€“900 000â€‰km2 of severely underâ€collected rainforest will likely become deforested by 2050. If future tree sampling is to cover this area, sampling effort has to increase twoâ€ to sixâ€fold. Nearly 255 000â€‰km2 or 7% of rainforest in the Brazilian Amazon is easily accessible but does yet but remain underâ€collected. Our study highlights how progressing deforestation increases the risk of losing undocumented species of a hyperâ€diverse tree flora.	CONSERVATION	2020-11-24T15:51:15.841Z	0002013-180508205500799|0000632-180508205500799
The global latitudinal diversity gradient pattern in spiders	William H. Piel	Journal of Biogeography	01.07.2018	2018-06-25T00:00:00.000Z	false	true	generic_DOIs_provided		SINGAPORE	Araneae|GBIF|World Spider Catalog|global biodiversity patterns|latitudinal diversity gradient|species richness|species-area relationship	JOURNAL	https://doi.org/10.1111/jbi.13387|http://doi.wiley.com/10.1111/jbi.13387	03050270|10.1111/jbi.13387	a77cdaf6-4311-334b-897b-af5a87411c82	Aim: The aim of this study was to test the hypothesis that the global latitudinal diversity gradient pattern in spiders is pearâ€shaped, with maximum species diversity shifted south of the Equator, rather than eggâ€shaped, centred on the equator, this study infers the gradient using two large datasets. Location: Global terrestrial. Time Period: Data sources range from 1757â€“2017; data assembled April 2017. Taxon: Spiders (Araneae). Methods: Using metadata on the countries of origin for 98% of all described spider species, this study applies PostGIS queries to calculate the number of species, and the species richness per land area, along tenâ€degree latitudinal bands. Results: More spider species are known in the Northern Hemisphere than in the Southern Hemisphere. Although the global latitudinal diversity gradient pattern in species richness per area is, indeed, pearâ€shaped, this pattern only applies to Old World longitudes and only if it is assumed that the speciesâ€area relationship is linear. Without this assumption, the latitudinal gradient matches the classic parabolic shape. Main conclusions: Using data from the World Spider Catalog, the global latitudinal diversity gradient pattern for spiders, in terms of species per unit area and assuming a power function for the speciesâ€area relationship, is eggâ€shaped, or parabolic, rather than pearâ€shaped as previously claimed.	BIOGEOGRAPHY|ECOLOGY|EVOLUTION	2020-11-24T15:47:47.497Z	0079052-160910150852091
The impact of downsizing protected areas: How a misguided policy may enhance landscape fragmentation and biodiversity loss	Eliezer O. ConceiÃ§Ã£o|JÃ©ssica Magon Garcia|Gustavo Henrique Zaia Alves|Driele Delanira-Santos|Daiany de FÃ¡tima Corbetta|TÃ¢nia Camila Crivelari Betiol|Ricardo Pacifico|Mariza Barion Romagnolo|ValÃ©ria FlÃ¡via Batista-Silva|Dayani Bailly|JosÃ© HilÃ¡rio Delconte Ferreira|Edivando Vitor do Couto	Land Use Policy	16.11.2021	2021-11-11T00:00:00.000Z	false	true	DOI		BRAZIL	Geoprocessing|Land Management|Landscape Ecology|Protected Areas Policy	JOURNAL	https://doi.org/10.1016/j.landusepol.2021.105835	10.1016/j.landusepol.2021.105835	046a18d7-cf92-33a6-b232-e4fb42f856f4	Brazilian biodiversity is undergoing numerous attacks and misguided policies that aim to reduce protected areas (PAs) with the main argument of expanding agribusiness to improve the country's economic performance. An example is the draft law (DL) 527/2016, which aimed to reduce approximately 70% of the Devonian Escarpment Environmental Protection Area (DEEPA), a large PA in southern Brazil, hosts two biodiversity hotspot biomes. This study shows the possible downsizing damages to biodiversity and landscape by quantifying the size and connectivity of the vegetation remnants in the surrounding landscape concerning the degree of threat to the species that occur in both the Atlantic Forest and Brazilian Savanna domains. The DEEPA downsizing can affect natural savanna and Atlantic Forest vegetation area proposed by DL 527/2016 would fail in protecting 383 (56.82%) of the threatened species. Only three species evaluated as critically endangered, 13 classified as endangered, and 13 classified as vulnerable would be preserved; the reduction would also negatively affect essential ecosystem services and the quality of life in human populations. Furthermore, man-made fragmentation and habitat loss would jeopardize several biological and ecological aspects fundamental to biomes' maintenance and ecosystem services. In addition to reducing this environmental protection area, it would cut taxes from the current PA and could affect its surrounding municipalities in southern Brazil.	CONSERVATION	2021-12-07T11:34:28.857Z	0015719-190621201848488
The increasing disconnection of primary biodiversity data from specimens: How does it happen and how to handle it?	Julien Troudet|RÃ©gine Vignes-Lebbe|Philippe Grandcolas|FrÃ©dÃ©ric Legendre	Systematic Biology	11.06.2018	2018-06-08T00:00:00.000Z	false	true	DOI		FRANCE	Primary biodiversity data|ancillary data|big data|biodiversity occurrences|database|observation|specimen	JOURNAL	https://doi.org/10.1093/sysbio/syy044|https://academic.oup.com/sysbio/advance-article/doi/10.1093/sysbio/syy044/5034972	1063-5157|10.1093/sysbio/syy044	c5ccc018-03b6-370e-997e-8622b7ddf81d	Primary biodiversity data represent the fundamental elements of any study in systematics and evolution. They are, however, no longer gathered as they used to be and the mass-production of observation-based occurrences is overthrowing the collection of specimen-based occurrences. Although this change in practice is a major upheaval with significant consequences in the study of biodiversity, it remains understudied and has not attracted yet the attention it deserves. Analyzing 536 million occurrences from the Global Biodiversity Information Facility (GBIF) mediated data, we show that this spectacular change affects the 24 eukaryote taxonomic classes we targeted: from 1970 to 2016 the proportion of occurrences marked as traceable to tangible material (i.e. specimen-based occurrences) fell from 68 to 18%; moreover, most of those specimen based-occurrences cannot be readily traced back to a specimen because the necessary information is missing. Ethical, practical or legal reasons responsible for this shift are known, and this situation appears unlikely to be reversed. Still, we urge scholars to acknowledge this dramatic change, embrace it and actively deal with it. Specifically, we emphasize why specimen-based occurrences must be gathered, as a warrant to allow both repeating evolutionary studies and conducting rich and diverse investigations. When impossible to secure, voucher specimens must be replaced with observation-based occurrences combined with ancillary data (e.g. pictures, recordings, samples, DNA sequences). Ancillary data are instrumental for the usefulness of biodiversity occurrences and we show that, despite improving technologies to collate them, they remain rarely shared. The consequences of such a change are not yet clear but we advocate collecting material evidence or ancillary data to ensure that primary biodiversity data collected lately do not partly become obsolete when doubtful.	BIODIVERSITY_SCIENCE	2020-11-24T15:54:15.043Z	0004071-160526112335914
The phylogeny of insects in the dataâ€driven era	Douglas Chesters	Systematic Entomology	24.12.2019	2019-12-19T00:00:00.000Z	false	true	DOI		CHINA		JOURNAL	https://doi.org/10.1111/syen.12414	10.1111/syen.12414	c0944e62-a758-38a9-95d2-d0f3fd25e732	Maturation of omics and DNA barcode programs along with advances in sequence analysis tools and phyloinformatics protocols are enabling the realization of comprehensive and robust phylogenies of even the most diverse lineages. Several lineages in insects have undergone hyperâ€radiations, and thus a unified picture of their evolution is ultimately required for understanding the process of diversification. In this study I further develop informatics protocols for de novo phylogenetic construction, and present the most speciesâ€comprehensive insect phylogeny to date, constructed hierarchically using c. 440 transcriptomes, 1490 mitogenomes, DNA barcodes for 69â€‰000 species, and several additional speciesâ€rich markers. Even with this expanded transcriptome backbone, support is still insufficient for some historically problematic nodes, particularly in Polyneoptera and Paraneoptera. Low support (measured by internode certainty) was observed for the node separating Dictyoptera from its sister polyneopeterans; configuration of the Paraneoptera was not resolved; the recently proposed Hymenoptera grouping Eusymphyta received high support, while Parasitoida did not; and Orthorrhapha (Diptera) was not recovered. Sampling is uneven across the insects, and while highly sequenced lineages (e.g. Lepidoptera) boast greater information content, this accompanies computational burdens. The protocol and resulting tree represent an advance in the analytic and phylogenetic framework, for an objectively and consistently determined speciesâ€comprehensive phylogeny.	PHYLOGENETICS	2020-11-24T15:49:32.193Z	0010802-170826194755519
The pitfalls of biodiversity proxies: Differences in richness patterns of birds, trees and understudied diversity across Amazonia	Camila D. Ritter|SÃ¸ren Faurby|Dominic J. Bennett|Luciano N. Naka|Hans ter Steege|Alexander Zizka|Quiterie Haenel|R. Henrik Nilsson|Alexandre Antonelli	Scientific Reports	19.12.2019	2019-12-16T00:00:00.000Z	true	true	generic_DOIs_provided		BRAZIL|UNITED_KINGDOM|NETHERLANDS|GERMANY|SWITZERLAND|SWEDEN		JOURNAL	https://doi.org/10.1038/s41598-019-55490-3	10.1038/s41598-019-55490-3	6e59b24b-abc3-3a75-bc2a-54c66ca64900	Most knowledge on biodiversity derives from the study of charismatic macro-organisms, such as birds and trees. However, the diversity of micro-organisms constitutes the majority of all life forms on Earth. Here, we ask if the patterns of richness inferred for macro-organisms are similar for micro-organisms. For this, we barcoded samples of soil, litter and insects from four localities on a west-to-east transect across Amazonia. We quantified richness as Operational Taxonomic Units (OTUs) in those samples using three molecular markers. We then compared OTU richness with species richness of two relatively well-studied organism groups in Amazonia: trees and birds. We find that OTU richness shows a declining west-to-east diversity gradient that is in agreement with the species richness patterns documented here and previously for birds and trees. These results suggest that most taxonomic groups respond to the same overall diversity gradients at large spatial scales. However, our results show a different pattern of richness in relation to habitat types, suggesting that the idiosyncrasies of each taxonomic group and peculiarities of the local environment frequently override large-scale diversity gradients. Our findings caution against using the diversity distribution of one taxonomic group as an indication of patterns of richness across all groups.	ECOLOGY	2020-11-24T15:50:14.598Z	0033059-180508205500799
The potential of ecoregional range maps for boosting taxonomic coverage in ecology and conservation	Stefan Pinkert|Yanina V. Sica|Kevin Winner|Walter Jetz	Ecography	04.10.2023	2023-10-04T00:00:00.000Z	true	true	DOI		GERMANY|UNITED_STATES	ecoregions|integration of distribution data|method evaluation|sampling effort|scale dependence|sensitivity and precision	JOURNAL	https://doi.org/10.1111/ecog.06794	10.1111/ecog.06794	f50809cf-195b-3548-b837-daa2ef932346	Expert range maps (ExpRMs) are frequently used to inform species distributions, but often incomplete or missing for many species, particularly among plants and invertebrates. Many species without ExpRMs also have too few occurrence records for reliable application of species distribution models (SDMs). Here we evaluate the performance of commonly used range surrogates and recommend tools that can help fill this significant knowledge gap across a wide range of understudied taxa. Specifically, we explore an alternative range surrogate (ecoregional range maps; EcoRMs), assess its performance versus traditional approaches for 624 North American butterfly species, and outline its use alone and as part of SDMs. As an alternative range estimate, we use terrestrial ecoregions that represent a regionalization of biogeographical zones and we suggest geographical filters and simplifications that improve their performance. We show that consistently across different spatial scales and both in comparison with ExpRMs and SDMs, EcoRMs have an exceptionally high sensitivity and generally a high mean performance. Particularly for species with fewer than 100 occurrence records, EcoRMs outperform other range surrogates. The congruence of species richness patterns was also similar for all approaches. The use of EcoRMs as substitute for dataâ€poor species without ExpRMs will strongly boost taxonomic coverage of range maps. Additionally, integrating EcoRMs as domains/masks/offsets into SDMs promises significant improvements to model accuracy. For butterflies alone, EcoRMs would thereby provide new range information for 17% and improve basic range information for 43% of all approximately nineteen thousand species. Other technical advantages of generating EcoRMs may also help to overcome issues of the availability, updateability, reproducibility, and circularity of ExpRMs, SDMs and minimum convex hulls (MCVs). In summary, ecoregionâ€based range maps offer a versatile tool for ecology and conservation of terrestrial taxa and the application of the EcoRM approach may prove similarly useful for freshwater and marine ecoregions.	CONSERVATION|ECOLOGY	2023-11-03T08:02:24.009Z	0179615-210914110416597|0314847-200613084148143
